CheckingAccountStatus,Duration,CreditHistory,Purpose,CreditAmount,SavingsAccount,EmploymentDuration,InstallmentRate,PersonalStatus,Guarantor,ResidenceDuration,Property,Age,OtherInstallmentPlans,Housing,ExistingCredits,Job,Dependents,Telephone,ForeignWorker,Risk
4,24,Critical account,Car (used),6842,Unknown / None,1 - 4 years,2,Male single,None,4,Building society savings,46,None,Own,2,Highly skilled,1,Yes,No,Low Risk
4,24,Critical account,Furniture/equipment,5150,< 100 DM,>= 7 years,4,Male single,None,4,Car or other,33,None,Own,1,Skilled,2,Yes,No,Low Risk
1,6,Existing credits paid back,Car (new),1203,100 <= savings < 500,>= 7 years,3,Male single,None,2,Building society savings,43,None,Own,1,Skilled,2,Yes,No,Low Risk
4,6,Critical account,Car (new),2080,500 <= savings < 1000,1 - 4 years,1,Male married/widowed,None,2,Car or other,24,None,Own,1,Skilled,2,No,No,Low Risk
4,6,Existing credits paid back,Education,1538,< 100 DM,< 1 year,1,Female divorced/separated/married,None,2,Unknown / None,56,None,Own,1,Skilled,2,No,No,Low Risk
2,24,Critical account,Car (new),3878,100 <= savings < 500,< 1 year,4,Male divorced/separated,None,2,Car or other,37,None,Own,1,Skilled,2,Yes,No,Low Risk
2,30,Existing credits paid back,Furniture/equipment,3832,< 100 DM,< 1 year,2,Male married/widowed,None,1,Building society savings,22,None,Own,1,Skilled,2,No,No,Low Risk
4,15,Existing credits paid back,Car (new),3186,>= 1000 DM,4 - 7 years,2,Female divorced/separated/married,None,3,Car or other,20,None,Rent,1,Skilled,2,No,No,Low Risk
2,24,Existing credits paid back,Radio/TV,2896,100 <= savings < 500,< 1 year,2,Male single,None,1,Car or other,29,None,Own,1,Skilled,2,No,No,Low Risk
2,24,Delay in paying,Business,6967,100 <= savings < 500,4 - 7 years,4,Male single,None,4,Car or other,36,None,Rent,1,Highly skilled,2,Yes,No,Low Risk
4,36,Existing credits paid back,Education,1819,< 100 DM,1 - 4 years,4,Male single,None,4,Unknown / None,37,Stores,Free,1,Skilled,2,Yes,No,High Risk
4,24,Existing credits paid back,Radio/TV,5943,Unknown / None,< 1 year,1,Female divorced/separated/married,None,1,Car or other,44,None,Own,2,Skilled,2,Yes,No,High Risk
4,36,Critical account,Furniture/equipment,7127,< 100 DM,< 1 year,2,Female divorced/separated/married,None,4,Building society savings,23,None,Rent,2,Skilled,2,Yes,No,High Risk
4,36,Existing credits paid back,Furniture/equipment,3349,< 100 DM,1 - 4 years,4,Female divorced/separated/married,None,2,Car or other,28,None,Own,1,Highly skilled,2,Yes,No,High Risk
4,36,Existing credits paid back,Furniture/equipment,10974,< 100 DM,Unemployed,4,Female divorced/separated/married,None,2,Car or other,26,None,Own,2,Highly skilled,2,Yes,No,High Risk
4,6,Existing credits paid back,Radio/TV,518,< 100 DM,1 - 4 years,3,Female divorced/separated/married,None,1,Real estate,29,None,Own,1,Skilled,2,No,No,Low Risk
4,18,Existing credits paid back,Radio/TV,1126,Unknown / None,< 1 year,4,Female divorced/separated/married,None,2,Real estate,21,None,Rent,1,Skilled,2,Yes,No,Low Risk
2,12,Critical account,Car (used),1860,< 100 DM,Unemployed,4,Male single,None,2,Car or other,34,None,Own,2,Highly skilled,2,Yes,No,Low Risk
4,36,Critical account,Radio/TV,9566,< 100 DM,1 - 4 years,2,Female divorced/separated/married,None,2,Car or other,31,Stores,Own,2,Skilled,2,No,No,Low Risk
1,12,Existing credits paid back,Radio/TV,701,< 100 DM,1 - 4 years,4,Male married/widowed,None,2,Real estate,40,None,Own,1,Unskilled,2,No,No,Low Risk
2,12,Existing credits paid back,Radio/TV,2930,< 100 DM,4 - 7 years,2,Female divorced/separated/married,None,1,Real estate,27,None,Own,1,Skilled,2,No,No,Low Risk
4,18,Existing credits paid back,Radio/TV,1505,< 100 DM,1 - 4 years,4,Male single,None,2,Unknown / None,32,None,Free,1,Highly skilled,2,Yes,No,Low Risk
4,18,Critical account,Radio/TV,2238,< 100 DM,1 - 4 years,2,Female divorced/separated/married,None,1,Car or other,25,None,Own,2,Skilled,2,No,No,Low Risk
4,4,Critical account,Radio/TV,1503,< 100 DM,4 - 7 years,2,Male single,None,1,Real estate,42,None,Own,2,Unskilled,1,No,No,Low Risk
4,24,Critical account,Car (used),2197,Unknown / None,4 - 7 years,4,Male single,None,4,Car or other,43,None,Own,2,Skilled,1,Yes,No,Low Risk
3,12,Existing credits paid back,Radio/TV,1881,< 100 DM,1 - 4 years,2,Female divorced/separated/married,None,2,Car or other,44,None,Rent,1,Unskilled,2,Yes,No,Low Risk
1,18,Critical account,Radio/TV,1880,< 100 DM,4 - 7 years,4,Male married/widowed,None,1,Building society savings,32,None,Own,2,Highly skilled,2,Yes,No,Low Risk
1,18,Existing credits paid back,Radio/TV,2389,< 100 DM,< 1 year,4,Female divorced/separated/married,None,1,Car or other,27,Stores,Own,1,Skilled,2,No,No,Low Risk
2,24,Existing credits paid back,Radio/TV,1967,< 100 DM,>= 7 years,4,Female divorced/separated/married,None,4,Car or other,20,None,Own,1,Skilled,2,Yes,No,Low Risk
4,4,Critical account,Car (new),3380,< 100 DM,4 - 7 years,1,Female divorced/separated/married,None,1,Real estate,37,None,Own,1,Skilled,1,No,No,Low Risk
4,4,Critical account,Car (new),1455,< 100 DM,4 - 7 years,2,Male single,None,1,Real estate,42,None,Own,3,Unskilled,1,No,No,Low Risk
4,7,Critical account,Radio/TV,730,Unknown / None,>= 7 years,4,Male single,None,2,Building society savings,46,None,Rent,2,Unskilled,2,Yes,No,Low Risk
2,18,No credit history,Furniture/equipment,3244,< 100 DM,1 - 4 years,1,Female divorced/separated/married,None,4,Car or other,33,Bank,Own,2,Skilled,2,Yes,No,Low Risk
2,9,Existing credits paid back,Radio/TV,1670,< 100 DM,< 1 year,4,Female divorced/separated/married,None,2,Car or other,22,None,Own,1,Skilled,2,Yes,No,High Risk
2,48,Existing credits paid back,Radio/TV,3979,Unknown / None,4 - 7 years,4,Male single,None,1,Car or other,41,None,Own,2,Skilled,1,Yes,No,Low Risk
2,12,Existing credits paid back,Furniture/equipment,1922,< 100 DM,1 - 4 years,4,Male single,None,2,Building society savings,37,None,Own,1,Unskilled,2,No,No,High Risk
2,18,Critical account,Furniture/equipment,1295,< 100 DM,< 1 year,4,Female divorced/separated/married,None,1,Building society savings,27,None,Own,2,Skilled,2,No,No,Low Risk
4,4,Critical account,Radio/TV,1544,< 100 DM,4 - 7 years,2,Male single,None,1,Real estate,42,None,Own,3,Unskilled,1,No,No,Low Risk
2,8,Existing credits paid back,Business,907,< 100 DM,< 1 year,3,Male married/widowed,None,2,Real estate,26,None,Own,1,Skilled,2,Yes,No,Low Risk
2,30,Existing credits paid back,Radio/TV,1715,Unknown / None,1 - 4 years,4,Female divorced/separated/married,None,1,Car or other,26,None,Own,1,Skilled,2,No,No,Low Risk
3,10,Critical account,Radio/TV,1347,Unknown / None,4 - 7 years,4,Male single,None,2,Building society savings,27,None,Own,2,Skilled,2,Yes,No,Low Risk
2,12,Existing credits paid back,Car (new),1007,>= 1000 DM,1 - 4 years,4,Male married/widowed,None,1,Real estate,22,None,Own,1,Skilled,2,No,No,Low Risk
4,12,Critical account,Furniture/equipment,1402,500 <= savings < 1000,4 - 7 years,3,Female divorced/separated/married,None,4,Car or other,37,None,Rent,1,Skilled,2,Yes,No,Low Risk
2,12,Existing credits paid back,Car (new),2002,< 100 DM,4 - 7 years,3,Male single,None,4,Building society savings,30,None,Rent,1,Skilled,1,Yes,No,Low Risk
4,12,Critical account,Education,2096,< 100 DM,4 - 7 years,2,Male single,None,3,Real estate,49,None,Own,1,Unskilled,1,No,No,Low Risk
4,12,Existing credits paid back,Car (new),1101,< 100 DM,1 - 4 years,3,Male married/widowed,None,2,Real estate,27,None,Own,2,Skilled,2,Yes,No,Low Risk
4,10,Existing credits paid back,Retraining,894,Unknown / None,4 - 7 years,4,Female divorced/separated/married,None,3,Building society savings,40,None,Own,1,Skilled,2,Yes,No,Low Risk
2,11,Existing credits paid back,Furniture/equipment,1577,>= 1000 DM,< 1 year,4,Female divorced/separated/married,None,1,Real estate,20,None,Own,1,Skilled,2,No,No,Low Risk
4,33,Delay in paying,Business,2764,< 100 DM,1 - 4 years,2,Female divorced/separated/married,None,2,Car or other,26,None,Own,2,Skilled,2,Yes,No,Low Risk
2,48,No credit history,Car (new),8358,500 <= savings < 1000,< 1 year,1,Female divorced/separated/married,None,1,Car or other,30,None,Own,2,Skilled,2,No,No,Low Risk
3,12,Existing credits paid back,Furniture/equipment,1474,< 100 DM,< 1 year,4,Female divorced/separated/married,None,1,Building society savings,33,Bank,Own,1,Highly skilled,2,Yes,No,Low Risk
4,24,Existing credits paid back,Car (used),5433,Unknown / None,Unemployed,2,Female divorced/separated/married,None,4,Building society savings,26,None,Rent,1,Highly skilled,2,Yes,No,Low Risk
2,14,Existing credits paid back,Business,1410,500 <= savings < 1000,>= 7 years,1,Male married/widowed,None,2,Real estate,35,None,Own,1,Skilled,2,Yes,No,Low Risk
4,20,Critical account,Car (new),3485,Unknown / None,< 1 year,2,Male divorced/separated,None,4,Real estate,44,None,Own,2,Skilled,2,Yes,No,Low Risk
4,18,Critical account,Car (used),3850,< 100 DM,4 - 7 years,3,Male single,None,1,Car or other,27,None,Own,2,Skilled,2,No,No,Low Risk
2,60,Existing credits paid back,Car (new),7408,100 <= savings < 500,< 1 year,4,Female divorced/separated/married,None,2,Building society savings,24,None,Own,1,Highly skilled,2,No,No,High Risk
3,24,Existing credits paid back,Radio/TV,1377,100 <= savings < 500,>= 7 years,4,Female divorced/separated/married,None,2,Unknown / None,47,None,Free,1,Skilled,2,Yes,No,Low Risk
4,30,Delay in paying,Business,4272,100 <= savings < 500,1 - 4 years,2,Male single,None,2,Building society savings,26,None,Own,2,Unskilled,2,No,No,Low Risk
2,24,Delay in paying,Radio/TV,1553,100 <= savings < 500,4 - 7 years,3,Female divorced/separated/married,None,2,Building society savings,23,None,Rent,2,Skilled,2,Yes,No,Low Risk
2,36,Delay in paying,Business,9857,100 <= savings < 500,4 - 7 years,1,Male single,None,3,Building society savings,31,None,Own,2,Unskilled,1,Yes,No,Low Risk
4,6,Critical account,Car (new),362,100 <= savings < 500,1 - 4 years,4,Female divorced/separated/married,None,4,Car or other,52,None,Own,2,Unskilled,2,No,No,Low Risk
4,12,Critical account,Furniture/equipment,1935,< 100 DM,>= 7 years,4,Male single,None,4,Real estate,43,None,Own,3,Skilled,2,Yes,No,Low Risk
4,48,Existing credits paid back,Radio/TV,10222,Unknown / None,4 - 7 years,4,Male single,None,3,Car or other,37,Stores,Own,1,Skilled,2,Yes,No,Low Risk
3,12,Existing credits paid back,Car (new),1330,< 100 DM,< 1 year,4,Male single,None,1,Real estate,26,None,Own,1,Skilled,2,No,No,Low Risk
4,36,Existing credits paid back,Education,9055,Unknown / None,1 - 4 years,2,Male single,None,4,Unknown / None,35,None,Free,1,Unskilled,1,Yes,No,Low Risk
2,26,Existing credits paid back,Car (used),7966,< 100 DM,< 1 year,2,Male single,None,3,Car or other,30,None,Own,2,Skilled,2,No,No,Low Risk
2,30,All credits paid back,Furniture/equipment,3496,>= 1000 DM,1 - 4 years,4,Male single,None,2,Car or other,34,Stores,Own,1,Skilled,1,Yes,No,Low Risk
2,36,Existing credits paid back,Car (used),6948,< 100 DM,1 - 4 years,2,Male single,None,2,Car or other,35,None,Rent,1,Highly skilled,2,Yes,No,Low Risk
2,48,No credit history,Business,12204,Unknown / None,1 - 4 years,2,Male single,None,2,Car or other,48,Bank,Own,1,Highly skilled,2,Yes,No,Low Risk
1,36,Existing credits paid back,Furniture/equipment,3446,< 100 DM,>= 7 years,4,Male single,None,2,Car or other,42,None,Own,1,Skilled,1,No,No,High Risk
1,12,Existing credits paid back,Education,684,< 100 DM,1 - 4 years,4,Male single,None,4,Car or other,40,None,Rent,1,Unskilled,1,No,No,High Risk
1,33,Critical account,Furniture/equipment,4281,500 <= savings < 1000,1 - 4 years,1,Female divorced/separated/married,None,4,Car or other,23,None,Own,2,Skilled,2,No,No,High Risk
1,42,Existing credits paid back,Radio/TV,7174,Unknown / None,4 - 7 years,4,Female divorced/separated/married,None,3,Car or other,30,None,Own,1,Highly skilled,2,Yes,No,High Risk
1,24,All credits paid back,Radio/TV,1546,< 100 DM,4 - 7 years,4,Male single,Guarantor,4,Car or other,24,Bank,Rent,1,Unskilled,2,No,No,High Risk
1,24,Existing credits paid back,Furniture/equipment,2359,100 <= savings < 500,Unemployed,1,Male divorced/separated,None,1,Building society savings,33,None,Own,1,Skilled,2,No,No,High Risk
4,24,Existing credits paid back,Radio/TV,3621,100 <= savings < 500,>= 7 years,2,Male single,None,4,Car or other,31,None,Own,2,Skilled,2,No,No,High Risk
1,12,Existing credits paid back,Domestic appliances,741,100 <= savings < 500,Unemployed,4,Female divorced/separated/married,None,3,Building society savings,22,None,Own,1,Skilled,2,No,No,High Risk
1,12,Existing credits paid back,Furniture/equipment,7865,< 100 DM,>= 7 years,4,Male single,None,4,Unknown / None,53,None,Free,1,Highly skilled,2,Yes,No,High Risk
1,24,Existing credits paid back,Car (used),2910,< 100 DM,4 - 7 years,2,Male single,None,1,Unknown / None,34,None,Free,1,Highly skilled,2,Yes,No,Low Risk
1,18,Critical account,Car (new),5302,< 100 DM,>= 7 years,2,Male single,None,4,Unknown / None,36,None,Free,3,Highly skilled,2,Yes,No,Low Risk
1,36,Existing credits paid back,Furniture/equipment,3620,< 100 DM,1 - 4 years,1,Male single,Guarantor,2,Building society savings,37,None,Own,1,Skilled,1,No,No,Low Risk
1,18,Existing credits paid back,Radio/TV,3509,< 100 DM,4 - 7 years,4,Female divorced/separated/married,Guarantor,1,Real estate,25,None,Own,1,Skilled,2,No,No,Low Risk
2,12,Existing credits paid back,Furniture/equipment,3017,< 100 DM,< 1 year,3,Female divorced/separated/married,None,1,Real estate,34,None,Rent,1,Highly skilled,2,No,No,Low Risk
1,12,Existing credits paid back,Furniture/equipment,1657,< 100 DM,1 - 4 years,2,Male single,None,2,Real estate,27,None,Own,1,Skilled,2,No,No,Low Risk
1,8,Critical account,Others,1164,< 100 DM,>= 7 years,3,Male single,None,4,Unknown / None,51,Bank,Free,2,Highly skilled,1,Yes,No,Low Risk
1,36,Critical account,Furniture/equipment,6229,< 100 DM,< 1 year,4,Female divorced/separated/married,Co-applicant,4,Unknown / None,23,None,Rent,2,Unskilled,2,Yes,No,High Risk
1,24,All credits paid back,Car (new),1193,< 100 DM,Unemployed,1,Female divorced/separated/married,Co-applicant,4,Unknown / None,29,None,Rent,2,Unemployed,2,No,No,High Risk
1,30,No credit history,Furniture/equipment,4583,< 100 DM,1 - 4 years,2,Male divorced/separated,Guarantor,2,Real estate,32,None,Own,2,Skilled,2,No,No,Low Risk
1,36,Critical account,Furniture/equipment,5371,< 100 DM,1 - 4 years,3,Male single,Guarantor,2,Building society savings,28,None,Own,2,Skilled,2,No,No,Low Risk
1,12,Existing credits paid back,Furniture/equipment,708,< 100 DM,1 - 4 years,2,Male single,Guarantor,3,Building society savings,38,None,Own,1,Unskilled,1,No,No,Low Risk
1,21,Critical account,Car (new),571,< 100 DM,>= 7 years,4,Male single,None,4,Real estate,65,None,Own,2,Skilled,2,No,No,Low Risk
1,30,Existing credits paid back,Radio/TV,2522,< 100 DM,>= 7 years,1,Male single,Guarantor,3,Building society savings,39,None,Own,1,Skilled,1,No,No,Low Risk
1,36,Existing credits paid back,Furniture/equipment,5179,< 100 DM,4 - 7 years,4,Male single,None,2,Building society savings,29,None,Own,1,Skilled,2,No,No,High Risk
1,36,Existing credits paid back,Car (used),8229,< 100 DM,1 - 4 years,2,Male single,None,2,Building society savings,26,None,Own,1,Skilled,1,No,No,High Risk
4,24,Critical account,Furniture/equipment,2028,< 100 DM,4 - 7 years,2,Male single,None,2,Building society savings,30,None,Own,2,Unskilled,2,No,No,Low Risk
1,6,Existing credits paid back,Car (new),1374,Unknown / None,Unemployed,4,Female divorced/separated/married,None,3,Building society savings,75,None,Own,1,Highly skilled,2,Yes,No,Low Risk
1,12,Existing credits paid back,Furniture/equipment,1289,< 100 DM,1 - 4 years,4,Male single,Guarantor,1,Building society savings,21,None,Own,1,Unskilled,2,No,No,Low Risk
1,36,Existing credits paid back,Furniture/equipment,2712,< 100 DM,>= 7 years,2,Male single,None,2,Building society savings,41,Bank,Own,1,Skilled,1,No,No,High Risk
1,15,Critical account,Furniture/equipment,975,< 100 DM,1 - 4 years,2,Male divorced/separated,None,3,Building society savings,25,None,Own,2,Skilled,2,No,No,Low Risk
2,6,Delay in paying,Furniture/equipment,1050,< 100 DM,Unemployed,4,Male single,None,1,Building society savings,35,Stores,Own,2,Highly skilled,2,Yes,Yes,Low Risk
1,6,Critical account,Car (new),609,< 100 DM,4 - 7 years,4,Female divorced/separated/married,None,3,Building society savings,37,None,Own,2,Skilled,2,No,No,Low Risk
1,48,Existing credits paid back,Car (used),4788,< 100 DM,4 - 7 years,4,Male single,None,3,Building society savings,26,None,Own,1,Skilled,1,No,No,Low Risk
2,24,Existing credits paid back,Furniture/equipment,3069,100 <= savings < 500,>= 7 years,4,Male single,None,4,Unknown / None,30,None,Free,1,Skilled,2,No,No,Low Risk
2,12,Existing credits paid back,Car (new),836,100 <= savings < 500,< 1 year,4,Female divorced/separated/married,None,2,Building society savings,23,Bank,Own,1,Unskilled,2,No,No,High Risk
1,12,Existing credits paid back,Furniture/equipment,2577,< 100 DM,1 - 4 years,2,Male divorced/separated,None,1,Car or other,42,None,Own,1,Skilled,2,No,No,Low Risk
1,12,Existing credits paid back,Furniture/equipment,1620,< 100 DM,1 - 4 years,2,Female divorced/separated/married,Co-applicant,3,Building society savings,30,None,Own,1,Skilled,2,No,No,Low Risk
1,15,Existing credits paid back,Furniture/equipment,1845,< 100 DM,< 1 year,4,Female divorced/separated/married,Guarantor,1,Building society savings,46,None,Rent,1,Skilled,2,No,No,Low Risk
1,24,Existing credits paid back,Car (used),6579,< 100 DM,Unemployed,4,Male single,None,2,Unknown / None,29,None,Free,1,Highly skilled,2,Yes,No,Low Risk
1,12,Existing credits paid back,Car (new),1893,< 100 DM,1 - 4 years,4,Female divorced/separated/married,Guarantor,4,Building society savings,29,None,Own,1,Skilled,2,Yes,No,Low Risk
1,30,Critical account,Car (used),10623,< 100 DM,>= 7 years,3,Male single,None,4,Unknown / None,38,None,Free,3,Highly skilled,1,Yes,No,Low Risk
1,18,Existing credits paid back,Car (new),2249,100 <= savings < 500,4 - 7 years,4,Male single,None,3,Car or other,30,None,Own,1,Highly skilled,1,Yes,No,Low Risk
1,30,Existing credits paid back,Furniture/equipment,3108,< 100 DM,< 1 year,2,Male divorced/separated,None,4,Building society savings,31,None,Own,1,Unskilled,2,No,No,High Risk
2,12,Critical account,Car (new),958,< 100 DM,4 - 7 years,2,Male single,None,3,Real estate,47,None,Own,2,Unskilled,1,No,No,Low Risk
4,24,Existing credits paid back,Car (used),9277,Unknown / None,1 - 4 years,2,Male divorced/separated,None,4,Unknown / None,48,None,Free,1,Skilled,2,Yes,No,Low Risk
4,24,Critical account,Others,6314,< 100 DM,Unemployed,4,Male single,Co-applicant,2,Unknown / None,27,Bank,Own,2,Highly skilled,2,Yes,No,Low Risk
1,12,Critical account,Car (used),1526,< 100 DM,>= 7 years,4,Male single,None,4,Unknown / None,66,None,Free,2,Highly skilled,2,No,No,Low Risk
1,12,Existing credits paid back,Furniture/equipment,3590,< 100 DM,1 - 4 years,2,Male single,Co-applicant,2,Building society savings,29,None,Own,1,Unskilled,1,No,No,Low Risk
1,24,Critical account,Car (used),6615,< 100 DM,Unemployed,2,Male single,None,4,Unknown / None,75,None,Free,2,Highly skilled,2,Yes,No,Low Risk
1,6,Critical account,Furniture/equipment,1872,< 100 DM,Unemployed,4,Male single,None,4,Unknown / None,36,None,Free,3,Highly skilled,2,Yes,No,Low Risk
4,12,Existing credits paid back,Car (new),2859,Unknown / None,Unemployed,4,Male single,None,4,Unknown / None,38,None,Own,1,Highly skilled,2,Yes,No,Low Risk
4,18,Critical account,Radio/TV,1582,>= 1000 DM,>= 7 years,4,Male single,None,4,Car or other,46,None,Own,2,Skilled,2,No,No,Low Risk
4,6,Existing credits paid back,Retraining,1238,Unknown / None,Unemployed,4,Male single,None,4,Building society savings,36,None,Own,1,Highly skilled,1,Yes,No,Low Risk
1,12,Existing credits paid back,Furniture/equipment,2578,< 100 DM,Unemployed,3,Female divorced/separated/married,None,4,Unknown / None,55,None,Free,1,Highly skilled,2,No,No,Low Risk
1,15,Critical account,Furniture/equipment,1433,< 100 DM,1 - 4 years,4,Female divorced/separated/married,None,3,Building society savings,25,None,Rent,2,Skilled,2,No,No,Low Risk
1,42,Existing credits paid back,Furniture/equipment,7882,< 100 DM,4 - 7 years,2,Male single,Guarantor,4,Building society savings,45,None,Free,1,Skilled,1,No,No,Low Risk
1,24,Existing credits paid back,Furniture/equipment,4169,< 100 DM,1 - 4 years,4,Male single,None,4,Building society savings,28,None,Own,1,Skilled,2,No,No,Low Risk
1,36,Existing credits paid back,Furniture/equipment,3959,< 100 DM,Unemployed,4,Male single,None,3,Building society savings,30,None,Own,1,Highly skilled,2,Yes,No,Low Risk
1,36,Existing credits paid back,Car (new),3249,< 100 DM,4 - 7 years,2,Male single,None,4,Unknown / None,39,Bank,Free,1,Highly skilled,1,Yes,No,Low Risk
1,24,Existing credits paid back,Furniture/equipment,3149,< 100 DM,< 1 year,4,Male single,None,1,Unknown / None,22,Bank,Free,1,Skilled,2,No,No,Low Risk
1,12,Critical account,Furniture/equipment,2246,< 100 DM,>= 7 years,3,Male single,None,3,Building society savings,60,None,Own,2,Skilled,2,No,No,High Risk
1,13,Critical account,Business,1797,< 100 DM,< 1 year,3,Male single,None,1,Building society savings,28,Bank,Own,2,Unskilled,2,No,No,Low Risk
1,20,Critical account,Furniture/equipment,4272,< 100 DM,>= 7 years,1,Female divorced/separated/married,None,4,Building society savings,24,None,Own,2,Skilled,2,No,No,Low Risk
1,24,Critical account,Car (used),2957,< 100 DM,>= 7 years,4,Male single,None,4,Building society savings,63,None,Own,2,Skilled,2,Yes,No,Low Risk
1,36,Critical account,Furniture/equipment,2348,< 100 DM,1 - 4 years,3,Male married/widowed,None,2,Building society savings,46,None,Own,2,Skilled,2,Yes,No,Low Risk
3,42,No credit history,Business,6289,< 100 DM,< 1 year,2,Male divorced/separated,None,1,Building society savings,33,None,Own,2,Skilled,2,No,No,Low Risk
1,24,Critical account,Car (used),6419,< 100 DM,>= 7 years,2,Female divorced/separated/married,None,4,Unknown / None,44,None,Free,2,Highly skilled,1,Yes,No,Low Risk
1,48,Critical account,Car (used),6143,< 100 DM,>= 7 years,4,Female divorced/separated/married,None,4,Unknown / None,58,Stores,Free,2,Unskilled,2,No,No,High Risk
4,24,Critical account,Education,1597,< 100 DM,>= 7 years,4,Male single,None,4,Unknown / None,54,None,Free,2,Skilled,1,No,No,Low Risk
1,36,Existing credits paid back,Others,15857,< 100 DM,Unemployed,2,Male divorced/separated,Co-applicant,3,Car or other,43,None,Own,1,Highly skilled,2,No,No,Low Risk
4,24,Critical account,Radio/TV,2223,100 <= savings < 500,>= 7 years,4,Male single,None,4,Building society savings,52,Bank,Own,2,Skilled,2,No,No,Low Risk
4,48,Delay in paying,Radio/TV,7238,Unknown / None,>= 7 years,3,Male single,None,3,Car or other,32,Bank,Own,2,Skilled,1,No,No,Low Risk
2,30,Delay in paying,Business,2503,100 <= savings < 500,>= 7 years,4,Male single,None,2,Building society savings,41,Stores,Own,2,Skilled,2,No,No,Low Risk
2,18,Existing credits paid back,Business,2622,100 <= savings < 500,1 - 4 years,4,Male single,None,4,Car or other,34,None,Own,1,Skilled,2,No,No,Low Risk
2,24,Existing credits paid back,Furniture/equipment,4351,Unknown / None,1 - 4 years,1,Female divorced/separated/married,None,4,Building society savings,48,None,Own,1,Unskilled,2,Yes,No,Low Risk
2,6,Existing credits paid back,Radio/TV,368,Unknown / None,>= 7 years,4,Male single,None,4,Building society savings,38,None,Own,1,Skilled,2,No,No,Low Risk
2,12,Existing credits paid back,Retraining,754,Unknown / None,>= 7 years,4,Male single,None,4,Building society savings,38,None,Own,2,Skilled,2,No,No,Low Risk
4,24,Critical account,Radio/TV,2424,Unknown / None,>= 7 years,4,Male single,None,4,Building society savings,53,None,Own,2,Skilled,2,No,No,Low Risk
2,48,Delay in paying,Business,6681,Unknown / None,1 - 4 years,4,Male single,None,4,Unknown / None,38,None,Free,1,Skilled,1,Yes,No,Low Risk
2,18,Delay in paying,Business,2427,Unknown / None,>= 7 years,4,Male single,None,2,Building society savings,42,None,Own,2,Skilled,2,No,No,Low Risk
2,24,Critical account,Radio/TV,1216,100 <= savings < 500,< 1 year,4,Male single,None,4,Unknown / None,38,Bank,Own,2,Skilled,1,No,No,High Risk
2,6,Existing credits paid back,Radio/TV,753,< 100 DM,1 - 4 years,2,Female divorced/separated/married,Guarantor,3,Real estate,64,None,Own,1,Skilled,2,No,No,Low Risk
2,7,Existing credits paid back,Radio/TV,2576,< 100 DM,1 - 4 years,2,Male single,Guarantor,2,Real estate,35,None,Own,1,Skilled,2,No,Yes,Low Risk
2,6,Existing credits paid back,Radio/TV,590,< 100 DM,< 1 year,3,Male married/widowed,None,3,Real estate,26,None,Own,1,Unskilled,2,No,Yes,Low Risk
2,8,Existing credits paid back,Radio/TV,1414,< 100 DM,1 - 4 years,4,Male single,Guarantor,2,Real estate,33,None,Own,1,Skilled,2,No,Yes,Low Risk
2,12,Existing credits paid back,Radio/TV,1103,< 100 DM,4 - 7 years,4,Male single,Guarantor,3,Real estate,29,None,Own,2,Skilled,2,No,No,Low Risk
2,12,Delay in paying,Radio/TV,585,< 100 DM,1 - 4 years,4,Male married/widowed,Co-applicant,4,Real estate,20,None,Rent,2,Skilled,2,No,No,Low Risk
2,6,Existing credits paid back,Radio/TV,1068,< 100 DM,>= 7 years,4,Male single,None,4,Car or other,28,None,Own,1,Skilled,1,No,No,Low Risk
1,8,Critical account,Car (new),713,< 100 DM,>= 7 years,4,Male single,None,4,Real estate,47,None,Own,2,Unskilled,2,No,No,Low Risk
2,12,Existing credits paid back,Radio/TV,1092,< 100 DM,1 - 4 years,4,Female divorced/separated/married,Guarantor,4,Real estate,49,None,Own,2,Skilled,2,Yes,No,Low Risk
2,7,Existing credits paid back,Radio/TV,2329,< 100 DM,< 1 year,1,Female divorced/separated/married,Guarantor,1,Real estate,45,None,Own,1,Skilled,2,No,No,Low Risk
2,13,Critical account,Radio/TV,882,< 100 DM,< 1 year,4,Male single,Guarantor,4,Real estate,23,None,Own,2,Skilled,2,No,No,Low Risk
2,18,Existing credits paid back,Radio/TV,866,< 100 DM,1 - 4 years,4,Male married/widowed,Guarantor,2,Real estate,25,None,Own,1,Unskilled,2,No,No,Low Risk
2,7,Existing credits paid back,Radio/TV,2415,< 100 DM,1 - 4 years,3,Male single,Guarantor,2,Real estate,34,None,Own,1,Skilled,2,No,No,Low Risk
2,13,Existing credits paid back,Radio/TV,2101,< 100 DM,< 1 year,2,Female divorced/separated/married,Guarantor,4,Building society savings,23,None,Own,1,Unskilled,2,No,No,Low Risk
2,18,Existing credits paid back,Radio/TV,1301,< 100 DM,>= 7 years,4,Male married/widowed,Guarantor,2,Real estate,32,None,Own,1,Unskilled,2,No,No,Low Risk
2,18,Existing credits paid back,Radio/TV,1113,< 100 DM,1 - 4 years,4,Female divorced/separated/married,Guarantor,4,Real estate,26,None,Own,1,Unskilled,1,No,No,Low Risk
2,8,Existing credits paid back,Radio/TV,760,< 100 DM,4 - 7 years,4,Female divorced/separated/married,Guarantor,2,Real estate,44,None,Own,1,Unskilled,2,No,No,Low Risk
